DeepFlavour;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.079, 0.1105, 163.515799599*(x-0.079)*(x-0.079)*(x-0.079)+1.15773410972*(x-0.079)*(x-0.079)-0.559682905368*(x-0.079)+1.0218796730041504
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.1105, 0.1635, -83.63296627*(x-0.1105)*(x-0.1105)*(x-0.1105)+11.2086765333*(x-0.1105)*(x-0.1105)+0.0*(x-0.1105)+1.0105092525482178
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.1635, 0.2365, -115.747374458*(x-0.1635)*(x-0.1635)*(x-0.1635)+12.5858004265*(x-0.1635)*(x-0.1635)+0.483344705769*(x-0.1635)+1.029543399810791
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.2365, 0.3195, -27.9948395214*(x-0.2365)*(x-0.2365)*(x-0.2365)+0.651512384439*(x-0.2365)*(x-0.2365)+0.470418292572*(x-0.2365)+1.0868695974349976
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.3195, 0.6855, -0.2245694978*(x-0.3195)*(x-0.3195)*(x-0.3195)+0.0*(x-0.3195)*(x-0.3195)+0.0*(x-0.3195)+1.1143954992294312
3, iterativefit, central, 2, 1.6, 2.5, 30, 40, 0.6855, 1.1, 1.10338532925
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, -15, 0, 0.0
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0, 0.0015, 0.595359742641
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.0015, 0.004, -86534.9202528*(x-0.0015)*(x-0.0015)*(x-0.0015)+1944.38853922*(x-0.0015)*(x-0.0015)+51.6455339061*(x-0.0015)+0.595359742641449
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.004, 0.006, -832840.103625*(x-0.004)*(x-0.004)*(x-0.004)+3664.15307163*(x-0.004)*(x-0.004)+59.7449468475*(x-0.004)+0.7352738976478577
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.006, 0.008, -3259971.15185*(x-0.006)*(x-0.006)*(x-0.006)+6859.75826054*(x-0.006)*(x-0.006)+64.4074778905*(x-0.006)+0.862757682800293
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.008, 0.0105, 386117.40856*(x-0.008)*(x-0.008)*(x-0.008)-4546.24213035*(x-0.008)*(x-0.008)+52.7268571104*(x-0.008)+0.9929319024085999
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.0105, 0.0135, -2613308.07024*(x-0.0105)*(x-0.0105)*(x-0.0105)+6139.78501856*(x-0.0105)*(x-0.0105)+37.2353478692*(x-0.0105)+1.1023681163787842
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.0135, 0.017, 240453.740511*(x-0.0135)*(x-0.0135)*(x-0.0135)-1327.49701618*(x-0.0135)*(x-0.0135)+3.51474008418*(x-0.0135)+1.19877290725708
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.017, 0.021, -281610.748985*(x-0.017)*(x-0.017)*(x-0.017)+3068.07280946*(x-0.017)*(x-0.017)+3.05893593466*(x-0.017)+1.2051221132278442
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.021, 0.025, -1056792.42841*(x-0.021)*(x-0.021)*(x-0.021)+5745.1247594*(x-0.021)*(x-0.021)+14.0862024591*(x-0.021)+1.2484239339828491
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.025, 0.031, 24604.550807*(x-0.025)*(x-0.025)*(x-0.025)-738.857511598*(x-0.025)*(x-0.025)+9.32116397063*(x-0.025)+1.3290560245513916
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.031, 0.068, 269.86891113*(x-0.031)*(x-0.031)*(x-0.031)-46.1054069133*(x-0.031)*(x-0.031)+3.11216531862*(x-0.031)+1.3636987209320068
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.068, 0.5555, -0.031797970764*(x-0.068)*(x-0.068)*(x-0.068)-0.806200887773*(x-0.068)*(x-0.068)+0.808716825047*(x-0.068)+1.4294002056121826
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.5555, 1.1, 1.62836694717
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, -15, 0, 0.0
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0, 0.0015, 0.59778958559
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.0015, 0.0035, -1689837.68802*(x-0.0015)*(x-0.0015)*(x-0.0015)+13371.7384215*(x-0.0015)*(x-0.0015)+31.403362751*(x-0.0015)+0.5977895855903625
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.0035, 0.0045, -27448350.9878*(x-0.0035)*(x-0.0035)*(x-0.0035)+44199.7647854*(x-0.0035)*(x-0.0035)+64.6122641809*(x-0.0035)+0.7005645632743835
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.0045, 0.0055, 8121894.62089*(x-0.0045)*(x-0.0045)*(x-0.0045)-16332.9812649*(x-0.0045)*(x-0.0045)+70.6667407883*(x-0.0045)+0.7819282412528992
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.0055, 0.007, -12911228.762*(x-0.0055)*(x-0.0055)*(x-0.0055)+19299.0949343*(x-0.0055)*(x-0.0055)+62.3664621212*(x-0.0055)+0.8443838953971863
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.007, 0.009, 3108372.56232*(x-0.007)*(x-0.007)*(x-0.007)-11844.9334128*(x-0.007)*(x-0.007)+33.1129527807*(x-0.007)+0.9377811551094055
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.009, 0.0115, 462917.247486*(x-0.009)*(x-0.009)*(x-0.009)-590.018794952*(x-0.009)*(x-0.009)+23.0336898772*(x-0.009)+0.9814943075180054
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.0115, 0.016, -1813388.77771*(x-0.0115)*(x-0.0115)*(x-0.0115)+9894.76525056*(x-0.0115)*(x-0.0115)+28.7632942928*(x-0.0115)+1.0426239967346191
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.016, 0.025, 16178.3809128*(x-0.016)*(x-0.016)*(x-0.016)-568.283389567*(x-0.016)*(x-0.016)+7.65281330174*(x-0.016)+1.207182765007019
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.025, 0.049, -151.069313112*(x-0.025)*(x-0.025)*(x-0.025)-22.7918974643*(x-0.025)*(x-0.025)+1.35505885134*(x-0.025)+1.2418211698532104
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.049, 0.1085, 604.973143122*(x-0.049)*(x-0.049)*(x-0.049)-53.9938530236*(x-0.049)*(x-0.049)+0.0*(x-0.049)+1.25912606716156
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.1085, 0.58, 1.25879029384*(x-0.1085)*(x-0.1085)*(x-0.1085)+0.0*(x-0.1085)*(x-0.1085)+0.0*(x-0.1085)+1.195408821105957
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.58, 1.1, 1.32735550404
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, -15, 0, 0.0
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0, 0.0025, 0.684615731239
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.0025, 0.007, -53222.3020923*(x-0.0025)*(x-0.0025)*(x-0.0025)-1082.89711989*(x-0.0025)*(x-0.0025)+44.7587635782*(x-0.0025)+0.6846157312393188
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.007, 0.0115, -21763.7521211*(x-0.007)*(x-0.007)*(x-0.007)-984.960235344*(x-0.007)*(x-0.007)+31.7794346471*(x-0.007)+0.8592516183853149
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.0115, 0.017, -330727.262091*(x-0.0115)*(x-0.0115)*(x-0.0115)+1134.66464584*(x-0.0115)*(x-0.0115)+21.5926445876*(x-0.0115)+0.9803304076194763
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.017, 0.023, 71438.4532846*(x-0.017)*(x-0.017)*(x-0.017)-728.350938108*(x-0.017)*(x-0.017)+4.06045665714*(x-0.017)+1.0783888101577759
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.023, 0.0295, 5620.53811213*(x-0.023)*(x-0.023)*(x-0.023)+216.218721216*(x-0.023)*(x-0.023)+3.03559835457*(x-0.023)+1.0919616222381592
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.0295, 0.037, -286530.433016*(x-0.0295)*(x-0.0295)*(x-0.0295)+2786.21104235*(x-0.0295)*(x-0.0295)+6.55884493609*(x-0.0295)+1.122371792793274
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.037, 0.0485, 14261.7491059*(x-0.037)*(x-0.037)*(x-0.037)-316.733214367*(x-0.037)*(x-0.037)+0.0*(x-0.037)+1.2074074745178223
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.0485, 0.0805, 1181.6522334*(x-0.0485)*(x-0.0485)*(x-0.0485)-33.1311957295*(x-0.0485)*(x-0.0485)-1.62651497267*(x-0.0485)+1.1872098445892334
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.0805, 0.1465, -2.00692735023*(x-0.0805)*(x-0.0805)*(x-0.0805)+1.08410882561*(x-0.0805)*(x-0.0805)-0.116875838368*(x-0.0805)+1.1399554014205933
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.1465, 0.2295, -3.09211811603*(x-0.1465)*(x-0.1465)*(x-0.1465)+0.755320982361*(x-0.1465)*(x-0.1465)+0.0*(x-0.1465)+1.1363869905471802
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.2295, 0.6405, -0.0960238540944*(x-0.2295)*(x-0.2295)*(x-0.2295)+0.516388036871*(x-0.2295)*(x-0.2295)+0.061478477968*(x-0.2295)+1.1398223638534546
3, iterativefit, central, 2, 1.6, 2.5, 40, 60, 0.6405, 1.1, 1.24565219879
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, -15, 0, 0.0
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0, 0.0015, 0.650514066219
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.0015, 0.004, -112768.029819*(x-0.0015)*(x-0.0015)*(x-0.0015)+2384.19443944*(x-0.0015)*(x-0.0015)+53.2311095132*(x-0.0015)+0.6505140662193298
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.004, 0.006, -1950334.89841*(x-0.004)*(x-0.004)*(x-0.004)+6355.3442549*(x-0.004)*(x-0.004)+63.0376811513*(x-0.004)+0.7967310547828674
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.006, 0.008, -3148250.13333*(x-0.006)*(x-0.006)*(x-0.006)+4968.56994336*(x-0.006)*(x-0.006)+65.05503939*(x-0.006)+0.9326251149177551
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.008, 0.01, 4457916.97631*(x-0.008)*(x-0.008)*(x-0.008)-13545.6265902*(x-0.008)*(x-0.008)+47.1503175635*(x-0.008)+1.05742347240448
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.01, 0.012, -18408020.1111*(x-0.01)*(x-0.01)*(x-0.01)+43608.3566036*(x-0.01)*(x-0.01)+46.4628149185*(x-0.01)+1.1332049369812012
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.012, 0.014, 18935650.5871*(x-0.012)*(x-0.012)*(x-0.012)-56806.9517612*(x-0.012)*(x-0.012)+0.0*(x-0.012)+1.2532998323440552
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.014, 0.0165, -16389985.1278*(x-0.014)*(x-0.014)*(x-0.014)+61634.1997273*(x-0.014)*(x-0.014)+0.0*(x-0.014)+1.1775572299957275
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.0165, 0.0195, 86061.9498187*(x-0.0165)*(x-0.0165)*(x-0.0165)-404.453570876*(x-0.0165)*(x-0.0165)+0.858777491346*(x-0.0165)+1.3066774606704712
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.0195, 0.0235, -509475.332709*(x-0.0195)*(x-0.0195)*(x-0.0195)+3415.70704328*(x-0.0195)*(x-0.0195)+0.755728711198*(x-0.0195)+1.3079373836517334
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.0235, 0.0615, 409.279926513*(x-0.0235)*(x-0.0235)*(x-0.0235)-55.9101765252*(x-0.0235)*(x-0.0235)+3.62656908741*(x-0.0235)+1.3330051898956299
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.0615, 0.5535, -0.497939282965*(x-0.0615)*(x-0.0615)*(x-0.0615)-0.801622753429*(x-0.0615)*(x-0.0615)+1.15039631315*(x-0.0615)+1.4125385284423828
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000.0, 0.5535, 1.1, 1.72518718243
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, -15, 0, 0.0
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0, 0.0015, 0.681686103344
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.0015, 0.0035, -4906264.30386*(x-0.0015)*(x-0.0015)*(x-0.0015)+30015.771307*(x-0.0015)*(x-0.0015)+3.02059451739*(x-0.0015)+0.6816861033439636
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.0035, 0.0045, -68155447.344*(x-0.0035)*(x-0.0035)*(x-0.0035)+107983.747259*(x-0.0035)*(x-0.0035)+64.2085080992*(x-0.0035)+0.7685402631759644
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.0045, 0.0055, -27250230.398*(x-0.0045)*(x-0.0045)*(x-0.0045)+11047.6417853*(x-0.0045)*(x-0.0045)+75.7096605846*(x-0.0045)+0.8725770711898804
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.0055, 0.0065, 13007356.2555*(x-0.0055)*(x-0.0055)*(x-0.0055)-19782.8349552*(x-0.0055)*(x-0.0055)+16.0542529611*(x-0.0055)+0.9320841431617737
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.0065, 0.008, -37080407.0269*(x-0.0065)*(x-0.0065)*(x-0.0065)+89769.3212744*(x-0.0065)*(x-0.0065)+15.5106518173*(x-0.0065)+0.9413629174232483
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.008, 0.0105, 1885815.74448*(x-0.008)*(x-0.008)*(x-0.008)-9730.63615645*(x-0.008)*(x-0.008)+34.5258682089*(x-0.008)+1.0414634943008423
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.0105, 0.014, -1011849.61849*(x-0.0105)*(x-0.0105)*(x-0.0105)+3317.57051629*(x-0.0105)*(x-0.0105)+21.2317326355*(x-0.0105)+1.0964275598526
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.014, 0.02, 64926.2779277*(x-0.014)*(x-0.014)*(x-0.014)-916.010631594*(x-0.014)*(x-0.014)+7.26925277003*(x-0.014)+1.167995810508728
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.02, 0.045, -2818.62243799*(x-0.02)*(x-0.02)*(x-0.02)+39.9150772829*(x-0.02)*(x-0.02)+3.28916320709*(x-0.02)+1.1926590204238892
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.045, 0.1075, 395.756835938*(x-0.045)*(x-0.045)*(x-0.045)-37.1022033691*(x-0.045)*(x-0.045)+0.0*(x-0.045)+1.2557940483093262
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.1075, 0.5795, 0.878024526223*(x-0.1075)*(x-0.1075)*(x-0.1075)+0.0*(x-0.1075)*(x-0.1075)+0.0*(x-0.1075)+1.2074838876724243
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000.0, 0.5795, 1.1, 1.29981172085
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, -15, 0, 0.0
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0, 0.0015, 0.684490919113
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.0015, 0.004, -275584.56768*(x-0.0015)*(x-0.0015)*(x-0.0015)+4192.44614515*(x-0.0015)*(x-0.0015)+27.0220994949*(x-0.0015)+0.6844909191131592
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.004, 0.0065, -6756434.97791*(x-0.004)*(x-0.004)*(x-0.004)+21083.5335899*(x-0.004)*(x-0.004)+42.8171195767*(x-0.004)+0.7739429473876953
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.0065, 0.0095, 1837071.4722*(x-0.0065)*(x-0.0065)*(x-0.0065)-8295.54698386*(x-0.0065)*(x-0.0065)+21.5516316905*(x-0.0065)+0.9071885347366333
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.0095, 0.0125, -10120779.5582*(x-0.0095)*(x-0.0095)*(x-0.0095)+41980.2947557*(x-0.0095)*(x-0.0095)+21.3792795367*(x-0.0095)+0.9467844367027283
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.0125, 0.016, 1142212.67033*(x-0.0125)*(x-0.0125)*(x-0.0125)-5996.61651923*(x-0.0125)*(x-0.0125)+0.0*(x-0.0125)+1.1154838800430298
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.016, 0.0205, -262832.904234*(x-0.016)*(x-0.016)*(x-0.016)+2687.05156562*(x-0.016)*(x-0.016)+0.0*(x-0.016)+1.0909976959228516
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.0205, 0.0285, -217549.751517*(x-0.0205)*(x-0.0205)*(x-0.0205)+2097.07419581*(x-0.0205)*(x-0.0205)+8.2163651583*(x-0.0205)+1.1214598417282104
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.0285, 0.058, 4398.33574422*(x-0.0285)*(x-0.0285)*(x-0.0285)-194.898558597*(x-0.0285)*(x-0.0285)+0.0*(x-0.0285)+1.2100180387496948
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.058, 0.1235, -0.45738057595*(x-0.058)*(x-0.058)*(x-0.058)+0.167532397301*(x-0.058)*(x-0.058)-0.0160599129986*(x-0.058)+1.1533232927322388
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.1235, 0.2065, -354.095499094*(x-0.1235)*(x-0.1235)*(x-0.1235)+44.0848896372*(x-0.1235)*(x-0.1235)+0.0*(x-0.1235)+1.1528615951538086
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.2065, 0.629, -1.9053266131*(x-0.2065)*(x-0.2065)*(x-0.2065)+0.0*(x-0.2065)*(x-0.2065)+0.0*(x-0.2065)+1.254095196723938
3, iterativefit, central, 2, 1.6, 2.5, 60, 10000.0, 0.629, 1.1, 1.11039757729
